Customer ID,Recency,Frequency,Monetary
12767.0,313,1,949.82
12768.0,388,1,168.69000000000003
12769.0,176,1,1143.6
12770.0,148,2,3246.45
12771.0,423,1,226.3
12773.0,501,1,124.25
12774.0,473,1,83.7
12775.0,127,6,1344.76
12776.0,605,1,27.5
12777.0,395,1,519.45
12778.0,0,8,1437.44
12779.0,127,13,5492.16
12780.0,536,1,322.4
12781.0,1,2,786.74
12782.0,87,10,3637.9900000000002
12783.0,12,1,283.02
12784.0,466,1,1034.33
12785.0,301,3,904.4
12786.0,547,1,668.5
12787.0,29,3,695.18
12788.0,400,4,384.9
12789.0,2,3,225.35
12790.0,129,2,546.85
12791.0,311,5,656.83
12792.0,194,2,715.01
12793.0,272,3,745.53
12794.0,36,1,317.0
12796.0,565,1,351.0
12797.0,303,2,468.08000000000004
12798.0,108,2,3140.93
12799.0,466,1,219.35
12800.0,407,2,500.25
12801.0,438,1,871.82
12802.0,124,5,2186.42
12803.0,330,1,1017.81
12804.0,403,2,325.37
12805.0,319,4,1230.95
12806.0,509,2,2558.96
12807.0,320,1,250.35
12808.0,122,4,546.4
12809.0,115,3,1384.3400000000001
12810.0,472,2,534.99
12811.0,199,4,893.9
12813.0,439,3,1621.8
12814.0,39,1,85.92
12815.0,85,2,863.46
12816.0,33,2,452.20000000000005
12817.0,218,3,570.98
12818.0,199,1,1182.0800000000002
12819.0,395,1,540.52
12820.0,12,9,2135.41
12821.0,151,2,220.8
12822.0,8,2,948.88
12823.0,12,18,6501.5
12825.0,458,2,518.63
12826.0,9,10,2378.65
12828.0,3,4,661.3100000000001
12829.0,274,3,385.3
12830.0,28,5,6414.32
12831.0,199,3,451.11
12832.0,35,1,267.8
12833.0,82,1,417.38
12834.0,220,1,312.38
12835.0,365,41,5996.83
12836.0,74,14,6061.9
12837.0,110,2,662.66
12838.0,311,9,2694.75
12839.0,9,22,7453.75
12840.0,81,7,4041.97
12841.0,3,34,6204.01
12842.0,7,4,1917.99
12843.0,3,28,6461.87
12844.0,67,3,497.52
12845.0,204,4,354.09
12847.0,325,1,765.36
12848.0,613,1,208.0
12849.0,206,5,2674.54
12850.0,383,1,330.0
12851.0,34,2,280.76
12852.0,232,1,311.55
12853.0,72,11,3907.5
12854.0,16,7,2970.9700000000003
12855.0,310,4,612.84
12856.0,1,1,392.49
12857.0,148,6,3688.0
12858.0,320,1,147.27
12859.0,396,1,575.1
12860.0,630,1,54.22
12861.0,557,1,68.25
12862.0,363,2,984.62
12863.0,316,5,2271.35
12864.0,75,2,299.57
12865.0,61,3,2736.62
12866.0,220,3,1092.35
12867.0,33,12,6835.88
12868.0,123,8,2043.76
12869.0,619,1,337.66999999999996
12870.0,312,3,1676.95
12871.0,21,3,744.02
12872.0,264,12,3283.96
12873.0,219,3,2027.3
12874.0,322,2,873.42
12875.0,80,5,1356.99
12876.0,133,3,2365.2000000000003
12877.0,15,18,2566.7400000000002
12878.0,173,2,854.99
12879.0,18,2,507.7
12880.0,319,2,640.13
12881.0,213,1,298.0
12883.0,26,1,291.63
12884.0,25,1,309.05
12885.0,0,3,1175.22
12886.0,5,2,1378.4
12887.0,321,1,222.4
12888.0,151,2,354.12
12889.0,318,4,385.46000000000004
12890.0,324,1,329.3
12891.0,123,11,840.5
12892.0,334,1,263.38
12894.0,512,1,157.35
12895.0,24,1,267.8
12897.0,142,4,514.25
12898.0,401,2,296.21000000000004
12899.0,351,1,366.4
12900.0,359,1,340.33
12901.0,18,20,13159.27
12902.0,202,1,138.68
12903.0,366,1,833.53
12904.0,109,1,244.69
12905.0,514,2,1018.42
12906.0,15,2,1936.5900000000001
12907.0,333,2,508.91
12908.0,113,5,1776.0
12909.0,25,7,2781.87
12910.0,1,11,5338.06
12911.0,489,1,1651.72
12913.0,220,11,4666.0
12914.0,338,1,223.98
12915.0,86,4,975.1
12916.0,76,7,4479.73
12917.0,65,6,4359.2
12919.0,54,3,441.65
12920.0,508,3,323.86
12921.0,21,64,30042.13
12922.0,98,1,405.38
12923.0,1,3,769.17
12924.0,25,12,2461.45
12925.0,12,2,403.59
12926.0,348,4,1523.59
12927.0,332,1,197.31
12928.0,85,10,3378.33
12929.0,249,1,117.85
12930.0,15,2,415.8
12931.0,4,54,84731.44
12932.0,476,8,1698.56
12933.0,108,7,1386.59
12934.0,674,1,181.65
12935.0,47,12,3618.5
12936.0,15,1,798.46
12937.0,8,8,2419.78
12939.0,1,20,25264.8
12940.0,25,1,361.27
12941.0,661,1,377.49
12942.0,68,3,675.6
12943.0,495,2,496.5
12944.0,292,1,286.95
12945.0,225,2,900.11
12946.0,374,1,324.45
12947.0,81,6,1603.99
12948.0,42,6,1676.44
12949.0,51,21,14808.9
12951.0,111,14,2901.4300000000003
12952.0,15,1,731.54
12953.0,459,1,498.96000000000004
12954.0,576,1,162.45
12955.0,30,6,1843.36
12956.0,243,4,521.89
12957.0,9,11,7330.150000000001
12958.0,337,2,467.34
12959.0,421,1,150.95
12960.0,351,4,1322.07
12961.0,316,1,211.99
12962.0,50,1,170.54000000000002
12963.0,22,6,1998.87
12964.0,374,1,132.24
12965.0,26,1,769.8100000000001
12967.0,295,3,2938.52
12968.0,49,1,135.95
12969.0,540,1,122.45
12970.0,259,8,1070.87
12971.0,3,99,13502.73
12972.0,351,4,1161.2
12973.0,351,1,385.55
12974.0,135,2,408.95
12975.0,374,6,2100.09
12976.0,149,8,3156.38
12977.0,93,4,513.88
12978.0,322,5,2502.82
12979.0,666,1,517.7
12980.0,95,21,16245.78
12981.0,70,1,187.18
12982.0,180,8,2744.81
12983.0,535,1,490.08000000000004
12986.0,366,10,2729.84
12987.0,11,5,1312.21
12988.0,229,1,505.82
12989.0,4,29,12585.26
12990.0,122,6,809.9
12991.0,49,2,564.62
12992.0,662,1,93.35000000000001
12993.0,58,7,1217.27
12994.0,57,2,645.47
12995.0,22,1,211.32
12996.0,313,1,355.5
12997.0,26,7,1800.41
12998.0,430,3,920.08
12999.0,133,3,455.88
13000.0,44,4,1032.5
13001.0,95,31,22839.25
13002.0,255,3,414.13
13003.0,43,3,149.05
13004.0,0,33,10603.94
13005.0,111,4,999.68
13007.0,517,1,175.25
13008.0,260,3,612.13
13009.0,610,1,234.0
13010.0,311,2,330.12
13011.0,309,1,50.550000000000004
13012.0,15,8,2501.83
13013.0,2,26,10189.390000000001
13014.0,12,7,4336.43
13015.0,134,10,5003.18
13016.0,10,3,789.89
13018.0,1,29,8575.8
13019.0,316,6,1229.95
13020.0,500,2,618.96
13021.0,7,14,3890.14
13022.0,367,1,50.3
13023.0,1,3,1251.03
13024.0,408,2,555.87
13025.0,669,1,323.39
13026.0,30,7,1361.92
13027.0,51,19,17239.2
13029.0,76,4,1453.0
13030.0,305,1,402.36
13031.0,344,5,3292.84
13032.0,24,8,2302.08
13033.0,294,2,220.55
13034.0,306,2,279.91
13035.0,11,3,1364.2
13036.0,622,1,307.1
13037.0,75,12,3914.9500000000003
13038.0,17,3,908.46
13039.0,521,4,1010.73
13041.0,388,4,799.13
13042.0,535,3,1488.59
13043.0,210,1,516.42
13044.0,228,11,4848.05
13045.0,36,3,808.92
13046.0,203,2,517.66
13047.0,64,22,7873.0
13048.0,51,8,3588.27
13049.0,1,4,1408.24
13050.0,43,30,10550.17
13051.0,516,2,155.8
13052.0,149,7,3118.48
13053.0,559,1,127.65
13055.0,15,4,2321.11
13056.0,488,1,209.48
13057.0,467,3,709.59
13058.0,89,1,47.550000000000004
13059.0,187,10,2291.77
13060.0,191,1,307.53
13061.0,9,1,248.61
13062.0,128,1,346.98
13063.0,418,1,188.4
13064.0,25,5,1403.58
13065.0,310,5,1055.05
13067.0,19,3,508.51
13068.0,257,1,165.0
13069.0,37,34,8723.03
13070.0,129,4,751.7
13071.0,549,1,129.22
13072.0,204,1,177.15
13073.0,348,2,418.08
13074.0,448,4,1378.74
13075.0,67,1,919.61
13076.0,395,1,135.4
13077.0,227,10,2588.82
13078.0,2,50,25562.65
13079.0,12,4,371.48
13080.0,116,4,280.73
13081.0,81,25,47371.11
13082.0,63,21,7335.75
13083.0,13,2,284.07
13084.0,429,1,122.39999999999999
13085.0,95,8,2433.28
13086.0,320,1,439.33000000000004
13087.0,663,1,313.64
13088.0,354,1,236.11
13089.0,1,187,101348.45
13090.0,2,19,9980.01
13091.0,667,1,762.98
13092.0,8,12,2140.28
13093.0,213,55,54144.25
13094.0,17,12,2056.8
13095.0,8,1,74.39999999999999
13096.0,331,1,419.70000000000005
13097.0,14,26,12484.22
13098.0,24,19,17349.76
13099.0,36,1,207.35999999999999
13101.0,171,4,695.4
13102.0,18,33,10248.85
13103.0,375,2,465.70000000000005
13104.0,23,7,1189.62
13105.0,373,1,72.0
13106.0,70,2,603.46
13107.0,23,8,5128.87
13108.0,310,2,748.46
13109.0,94,2,717.34
13110.0,74,10,2511.04
13111.0,656,1,321.88000000000005
13112.0,478,1,20.6
13113.0,51,33,16771.170000000002
13114.0,668,1,234.38
13115.0,121,7,4078.4700000000003
13116.0,75,1,501.14
13117.0,59,17,2112.52
13118.0,145,7,2017.3
13119.0,606,1,134.9
13120.0,176,1,30.599999999999998
13121.0,206,1,283.73
13122.0,31,2,922.39
13123.0,410,2,506.75
13124.0,27,4,4641.66
13125.0,461,1,148.62
13126.0,10,11,3061.15
13127.0,15,1,259.17
13128.0,568,1,263.5
13129.0,389,2,233.25
13130.0,31,1,64.0
13131.0,8,6,3012.67
13132.0,199,1,77.3
13133.0,211,3,200.45000000000002
13134.0,23,6,2475.23
13135.0,134,2,3371.45
13136.0,25,12,5815.03
13137.0,30,13,5871.97
13138.0,17,5,999.51
13139.0,9,5,6722.6
13140.0,45,5,1054.92
13141.0,22,17,7656.08
13143.0,522,1,405.1
13144.0,270,2,135.35
13145.0,29,6,1009.72
13147.0,37,1,118.80000000000001
13148.0,71,24,7571.07
13149.0,43,3,1132.62
13150.0,421,3,449.96999999999997
13151.0,233,3,2454.71
13152.0,354,7,2146.38
13154.0,336,3,1624.84
13155.0,17,5,1281.22
13156.0,322,3,1586.54
13157.0,78,8,4819.34
13158.0,32,5,1508.18
13159.0,43,2,843.09
13161.0,250,2,472.13
13162.0,59,16,9275.49
13163.0,547,1,17.65
13164.0,506,2,372.2
13165.0,288,2,784.32
13166.0,220,2,875.93
13167.0,4,4,981.49
13168.0,136,4,1494.2
13169.0,1,3,840.08
13171.0,236,1,140.35
13172.0,337,1,69.6
13173.0,304,10,2202.11
13174.0,253,10,7263.7
13175.0,519,2,831.45
13177.0,2,2,512.2
13178.0,10,19,13490.45
13179.0,556,1,572.3100000000001
13180.0,544,1,86.10000000000001
13181.0,318,1,359.69
13183.0,24,13,6163.9800000000005
13184.0,68,9,1471.1
13185.0,205,1,71.4
13186.0,31,2,1301.94
13187.0,274,4,328.36
13189.0,52,1,127.0
13190.0,481,3,570.66
13191.0,595,1,159.21
13192.0,32,6,2558.58
13194.0,73,2,472.78
13195.0,351,1,136.73
13196.0,22,5,2858.01
13197.0,547,1,373.01000000000005
13198.0,58,7,4582.17
13199.0,2,52,11402.39
13200.0,11,2,627.01
13201.0,439,4,1233.06
13202.0,331,7,1580.3
13203.0,58,8,2088.65
13204.0,668,1,966.6600000000001
13205.0,380,1,2803.2
13206.0,337,13,8308.19
13207.0,88,3,483.12000000000006
13208.0,92,7,1587.47
13209.0,66,10,6773.98
13210.0,31,1,353.48
13211.0,32,9,2307.9900000000002
13213.0,65,10,3294.82
13214.0,355,7,3264.23
13215.0,339,1,81.6
13216.0,205,1,333.74
13217.0,59,4,666.48
13218.0,64,1,62.63999999999999
13219.0,555,1,76.23
13220.0,15,5,1336.0900000000001
13221.0,177,2,844.86
13222.0,514,1,88.5
13223.0,137,6,969.1200000000001
13224.0,88,1,1212.26
13225.0,80,14,14095.79
13226.0,210,2,312.46
13227.0,139,1,257.7
13228.0,18,1,358.0
13229.0,163,1,160.95
13230.0,75,28,5549.11
13232.0,35,5,1018.45
13233.0,11,4,1176.46
13234.0,610,2,346.5
13235.0,149,1,1031.07
13236.0,44,1,439.23
13237.0,325,1,643.0
13238.0,101,4,624.75
13239.0,199,5,1594.69
13240.0,33,8,1455.39
13241.0,349,1,112.53
13242.0,49,7,699.4
13243.0,140,5,1220.38
13244.0,30,1,121.74000000000001
13245.0,369,1,558.72
13246.0,113,10,3228.74
13247.0,20,1,305.07
13248.0,62,2,465.68
13249.0,29,9,1608.93
13250.0,398,2,253.09
13251.0,339,1,252.68
13252.0,331,2,399.3
13253.0,94,4,2951.11
13254.0,313,1,51.410000000000004
13255.0,311,2,504.95
13257.0,373,1,149.75
13258.0,142,3,535.4699999999999
13259.0,335,8,1115.61
13261.0,206,2,944.1
13262.0,200,3,573.45
13263.0,3,30,6987.49
13264.0,380,1,722.5600000000001
13265.0,26,4,1787.3
13266.0,13,16,5142.13
13267.0,29,32,8027.66
13268.0,22,7,2436.38
13269.0,3,24,7108.94
13270.0,303,1,590.0
13272.0,27,1,140.96
13273.0,50,1,138.98
13274.0,346,1,360.85
13275.0,321,2,238.86
13276.0,1,5,1891.91
13277.0,53,5,390.8
13278.0,337,3,882.62
13279.0,15,1,137.75
13280.0,59,7,2293.33
13281.0,376,1,350.85
13282.0,99,3,954.1500000000001
13283.0,123,3,305.2
13284.0,268,1,201.19
13285.0,98,5,2625.57
13286.0,537,1,734.91
13287.0,540,3,781.59
13288.0,380,5,927.61
13289.0,661,1,307.95
13291.0,93,11,3270.79
13292.0,221,4,665.14
13293.0,329,6,1192.94
13294.0,127,3,1689.53
13295.0,297,4,1101.97
13296.0,74,6,792.51
13297.0,4,4,3594.15
13299.0,205,3,1218.7
13300.0,106,3,1285.51
13301.0,41,4,600.19
13302.0,92,2,159.2
13303.0,337,1,61.72
13304.0,288,4,1217.99
13305.0,30,14,3086.8
13306.0,367,1,53.65
13307.0,57,3,273.34
13308.0,140,2,1099.81
13309.0,25,4,1177.72
13310.0,143,4,1226.82
13311.0,87,1,490.11
13312.0,388,1,124.75
13313.0,78,10,2808.34
13314.0,0,2,589.47
13315.0,626,1,310.26
13316.0,17,9,11426.65
13317.0,3,19,6486.09
13319.0,4,53,18726.25
13320.0,15,6,2211.6
13321.0,9,2,567.36
13323.0,21,1,120.30000000000001
13324.0,27,17,9829.35
13325.0,19,1,675.3
13326.0,369,1,281.76
13327.0,50,18,8163.85
13328.0,253,1,1308.48
13329.0,304,7,4323.97
13330.0,30,6,2796.1
13331.0,339,1,262.4
13333.0,348,3,1015.74
13334.0,19,5,6201.8
13336.0,14,1,795.12
13337.0,483,1,1575.26
13338.0,95,4,2345.62
13339.0,138,1,860.12
13340.0,43,10,20593.62
13341.0,198,1,775.85
13343.0,115,1,303.43
13344.0,5,3,2511.69
13345.0,225,1,339.5
13346.0,400,6,299.4
13347.0,7,1,291.36
13348.0,1,1,233.76
13350.0,16,1,596.57
13351.0,3,1,323.94
13354.0,8,1,743.53
13355.0,59,1,674.7
13356.0,17,1,768.24
13357.0,194,5,3795.0099999999998
13358.0,206,1,389.03
13359.0,1,2,943.3100000000001
13360.0,369,4,1503.65
13361.0,409,2,1450.5
13362.0,183,5,3884.86
13363.0,347,1,731.36
13364.0,8,1,134.95999999999998
13365.0,155,1,700.6
13367.0,369,1,460.20000000000005
13368.0,194,4,1021.5
13369.0,303,1,258.28000000000003
13370.0,309,1,754.87
13371.0,442,2,2297.66
13372.0,27,1,328.64
13373.0,96,5,6330.52
13374.0,352,2,372.8
13375.0,26,2,1792.23
13376.0,36,3,869.76
13377.0,334,2,1452.88
13379.0,5,2,435.82
13380.0,370,1,62.4
13381.0,26,11,7567.29
13382.0,218,5,1387.58
13383.0,481,1,305.28000000000003
13384.0,11,9,5660.37
13385.0,267,1,534.57
13386.0,351,2,835.46
13387.0,354,1,181.84
13388.0,68,3,1185.65
13389.0,12,2,580.15
13390.0,12,1,544.08
13391.0,141,1,59.8
13392.0,614,1,91.14
13393.0,521,4,1131.45
13394.0,15,17,5947.87
13395.0,122,3,1180.23
13396.0,256,1,387.27000000000004
13397.0,10,10,3191.87
13398.0,129,2,670.34
13399.0,401,3,275.4
13400.0,520,1,310.83
13402.0,64,4,1226.8500000000001
13403.0,325,2,154.5
13404.0,150,1,217.81
13405.0,141,5,1198.81
13406.0,364,2,568.92
13407.0,516,3,2244.7
13408.0,4,92,43434.58
13410.0,12,8,1927.56
13411.0,44,1,213.55
13412.0,557,1,487.34999999999997
13413.0,577,6,429.44
13414.0,71,6,2494.14
13415.0,410,4,784.17
13416.0,18,2,503.3
13417.0,142,5,1264.66
13418.0,22,29,10500.36
13419.0,1,1,221.06
13420.0,87,2,159.85
13421.0,227,7,3039.58
13422.0,1,1,2626.3
13423.0,366,1,217.03
13424.0,387,1,572.77
13425.0,45,5,3390.4300000000003
13426.0,1,19,7234.17
13427.0,57,5,888.79
13428.0,451,2,276.76
13429.0,12,1,330.6
13430.0,23,1,336.31
13431.0,4,8,3316.24
13432.0,508,2,436.55
13433.0,438,4,658.3199999999999
13434.0,11,5,1666.8600000000001
13435.0,12,6,2610.46
13437.0,36,4,2173.6
13438.0,484,1,46.5
13439.0,192,3,986.61
13440.0,360,7,1295.25
13441.0,29,2,720.9
13442.0,604,3,419.87
13443.0,386,6,1269.3700000000001
13444.0,311,2,619.08
13445.0,563,1,241.89999999999998
13446.0,367,11,3881.89
13448.0,17,11,7335.900000000001
13450.0,26,12,3803.6
