Customer ID,Recency,Frequency,Monetary,Cluster,Tên phân khúc,Cluster K-Medoids
12509.0,283,1,158.5,1,Khách hàng có nguy cơ rời bỏ,1
12510.0,142,7,3039.03,2,Khách VIP,2
12511.0,428,1,3084.02,1,Khách hàng có nguy cơ rời bỏ,1
12512.0,65,2,132.18,0,Khách hàng trung thành,0
12513.0,112,1,558.29,0,Khách hàng trung thành,0
12514.0,266,2,1597.76,0,Khách hàng trung thành,0
12515.0,352,1,278.7,1,Khách hàng có nguy cơ rời bỏ,1
12516.0,77,4,2288.62,0,Khách hàng trung thành,0
12517.0,27,4,2301.6,0,Khách hàng trung thành,0
12518.0,0,5,1840.89,0,Khách hàng trung thành,0
12519.0,63,2,626.54,0,Khách hàng trung thành,0
12520.0,78,5,2346.26,2,Khách VIP,2
12521.0,142,1,545.68,0,Khách hàng trung thành,0
12522.0,38,2,156.72,0,Khách hàng trung thành,0
12523.0,18,23,4010.35,2,Khách VIP,2
12524.0,8,17,9794.11,2,Khách VIP,2
12525.0,497,3,883.73,1,Khách hàng có nguy cơ rời bỏ,1
12526.0,0,3,1172.66,0,Khách hàng trung thành,0
12527.0,81,5,717.51,0,Khách hàng trung thành,0
12528.0,8,6,1645.48,2,Khách VIP,2
12529.0,527,1,316.48,1,Khách hàng có nguy cơ rời bỏ,1
12530.0,59,9,3381.26,2,Khách VIP,2
12531.0,14,2,1771.2,0,Khách hàng trung thành,0
12532.0,29,1,313.83000000000004,0,Khách hàng trung thành,0
12533.0,627,2,1223.89,1,Khách hàng có nguy cơ rời bỏ,1
12534.0,130,1,981.18,0,Khách hàng trung thành,0
12535.0,91,2,716.35,0,Khách hàng trung thành,0
12536.0,58,1,4279.71,0,Khách hàng trung thành,0
12537.0,408,1,612.94,1,Khách hàng có nguy cơ rời bỏ,1
12538.0,28,2,640.45,0,Khách hàng trung thành,0
12539.0,21,7,11186.75,2,Khách VIP,2
12540.0,19,32,19250.49,2,Khách VIP,2
12541.0,29,3,841.18,0,Khách hàng trung thành,0
12542.0,483,2,481.88,1,Khách hàng có nguy cơ rời bỏ,1
12543.0,447,1,840.25,1,Khách hàng có nguy cơ rời bỏ,1
12544.0,35,1,316.7,0,Khách hàng trung thành,0
12545.0,74,2,832.39,0,Khách hàng trung thành,0
12546.0,46,2,1021.5,0,Khách hàng trung thành,0
12547.0,197,3,299.58,0,Khách hàng trung thành,0
12548.0,165,1,67.19999999999999,0,Khách hàng trung thành,0
12549.0,575,5,1570.68,1,Khách hàng có nguy cơ rời bỏ,1
12550.0,78,1,824.83,0,Khách hàng trung thành,0
12551.0,357,1,168.0,1,Khách hàng có nguy cơ rời bỏ,1
12552.0,39,1,317.82,0,Khách hàng trung thành,0
12553.0,7,12,4104.75,2,Khách VIP,2
12554.0,448,1,384.5,1,Khách hàng có nguy cơ rời bỏ,1
12556.0,49,2,599.56,0,Khách hàng trung thành,0
12557.0,15,8,18096.14,2,Khách VIP,2
12558.0,7,1,269.96,0,Khách hàng trung thành,0
12559.0,310,2,525.71,1,Khách hàng có nguy cơ rời bỏ,1
12560.0,4,2,1918.01,0,Khách hàng trung thành,0
12561.0,302,1,238.85,1,Khách hàng có nguy cơ rời bỏ,1
12562.0,7,9,4426.92,2,Khách VIP,2
12563.0,408,1,221.24,1,Khách hàng có nguy cơ rời bỏ,1
12564.0,260,1,402.9,1,Khách hàng có nguy cơ rời bỏ,1
12565.0,288,1,145.92,1,Khách hàng có nguy cơ rời bỏ,1
12566.0,85,1,297.65,0,Khách hàng trung thành,0
12567.0,22,15,10741.48,2,Khách VIP,2
12568.0,644,1,52.0,1,Khách hàng có nguy cơ rời bỏ,1
12569.0,1,32,3152.69,2,Khách VIP,2
12571.0,39,2,519.61,0,Khách hàng trung thành,0
12572.0,8,2,912.42,0,Khách hàng trung thành,0
12573.0,226,5,717.41,0,Khách hàng trung thành,0
12574.0,315,1,182.45,1,Khách hàng có nguy cơ rời bỏ,1
12575.0,456,2,568.8199999999999,1,Khách hàng có nguy cơ rời bỏ,1
12576.0,35,8,2062.72,2,Khách VIP,2
12577.0,34,8,1613.15,2,Khách VIP,2
12578.0,20,4,4026.45,2,Khách VIP,2
12579.0,77,1,386.42,0,Khách hàng trung thành,0
12580.0,246,2,962.9,0,Khách hàng trung thành,0
12581.0,39,1,179.71,0,Khách hàng trung thành,0
12582.0,238,4,1820.4,0,Khách hàng trung thành,0
12583.0,2,27,12493.58,2,Khách VIP,2
12584.0,3,9,2254.15,2,Khách VIP,2
12585.0,233,2,1824.1,0,Khách hàng trung thành,0
12586.0,16,4,2062.67,0,Khách hàng trung thành,0
12587.0,7,1,104.0,0,Khách hàng trung thành,0
12588.0,38,3,718.78,0,Khách hàng trung thành,0
12589.0,28,6,3294.91,2,Khách VIP,2
12590.0,210,1,9341.26,0,Khách hàng trung thành,0
12591.0,316,3,1114.95,0,Khách hàng trung thành,1
12592.0,91,4,1723.64,0,Khách hàng trung thành,0
12593.0,108,3,382.1,0,Khách hàng trung thành,0
12594.0,37,14,4890.110000000001,2,Khách VIP,2
12595.0,504,1,281.02,1,Khách hàng có nguy cơ rời bỏ,1
12596.0,50,2,450.27,0,Khách hàng trung thành,0
12597.0,18,4,3195.22,2,Khách VIP,2
12598.0,9,10,4192.09,2,Khách VIP,2
12599.0,28,13,2026.72,2,Khách VIP,2
12600.0,28,20,4385.85,2,Khách VIP,2
12601.0,189,6,573.26,0,Khách hàng trung thành,0
12602.0,58,1,153.12,0,Khách hàng trung thành,0
12603.0,21,1,613.1999999999999,0,Khách hàng trung thành,0
12604.0,78,2,236.18,0,Khách hàng trung thành,0
12605.0,375,3,1124.95,1,Khách hàng có nguy cơ rời bỏ,1
12607.0,59,1,1579.51,0,Khách hàng trung thành,0
12608.0,404,1,415.79,1,Khách hàng có nguy cơ rời bỏ,1
12609.0,77,9,3021.86,2,Khách VIP,2
12610.0,22,4,1747.54,0,Khách hàng trung thành,0
12611.0,51,1,1193.32,0,Khách hàng trung thành,0
12612.0,73,1,668.0400000000001,0,Khách hàng trung thành,0
12613.0,56,9,6277.37,2,Khách VIP,2
12614.0,277,1,315.6,1,Khách hàng có nguy cơ rời bỏ,1
12615.0,1,8,5362.98,2,Khách VIP,2
12616.0,94,3,1023.1,0,Khách hàng trung thành,0
12617.0,28,1,352.98,0,Khách hàng trung thành,0
12618.0,21,1,137.31,0,Khách hàng trung thành,0
12619.0,15,9,3085.7,2,Khách VIP,2
12620.0,14,3,1303.41,0,Khách hàng trung thành,0
12621.0,1,35,22097.2,2,Khách VIP,2
12622.0,231,1,162.1,1,Khách hàng có nguy cơ rời bỏ,1
12623.0,275,7,3315.84,2,Khách VIP,2
12624.0,105,2,569.13,0,Khách hàng trung thành,0
12625.0,211,4,4678.88,2,Khách VIP,2
12626.0,22,9,5954.48,2,Khách VIP,2
12627.0,10,6,4082.53,2,Khách VIP,2
12628.0,3,3,732.46,0,Khách hàng trung thành,0
12629.0,385,2,1198.22,1,Khách hàng có nguy cơ rời bỏ,1
12630.0,9,2,1030.88,0,Khách hàng trung thành,0
12631.0,56,6,3321.57,2,Khách VIP,2
12632.0,520,2,714.88,1,Khách hàng có nguy cơ rời bỏ,1
12633.0,58,7,5156.16,2,Khách VIP,2
12634.0,547,1,360.0,1,Khách hàng có nguy cơ rời bỏ,1
12635.0,89,4,2624.41,0,Khách hàng trung thành,0
12637.0,66,12,8085.809999999999,2,Khách VIP,2
12638.0,32,2,681.49,0,Khách hàng trung thành,0
12639.0,238,3,1072.37,0,Khách hàng trung thành,0
12640.0,23,3,994.58,0,Khách hàng trung thành,0
12641.0,114,1,145.9,0,Khách hàng trung thành,0
12642.0,24,3,905.26,0,Khách hàng trung thành,0
12643.0,127,11,7803.82,2,Khách VIP,2
12644.0,129,4,1900.49,0,Khách hàng trung thành,0
12645.0,33,8,3215.3,2,Khách VIP,2
12646.0,4,2,1346.97,0,Khách hàng trung thành,0
12647.0,21,35,14109.55,2,Khách VIP,2
12648.0,154,4,1039.0,0,Khách hàng trung thành,0
12649.0,106,8,2096.65,2,Khách VIP,2
12650.0,2,1,242.44000000000003,0,Khách hàng trung thành,0
12651.0,334,4,377.75,1,Khách hàng có nguy cơ rời bỏ,1
12652.0,330,2,891.03,1,Khách hàng có nguy cơ rời bỏ,1
12653.0,148,3,4160.83,0,Khách hàng trung thành,0
12654.0,10,5,529.98,0,Khách hàng trung thành,0
12655.0,423,1,243.35,1,Khách hàng có nguy cơ rời bỏ,1
12656.0,16,8,5723.83,2,Khách VIP,2
12657.0,10,4,1427.18,0,Khách hàng trung thành,0
12658.0,18,1,632.05,0,Khách hàng trung thành,0
12659.0,29,1,73.68,0,Khách hàng trung thành,0
12660.0,10,1,227.1,0,Khách hàng trung thành,0
12661.0,435,1,162.0,1,Khách hàng có nguy cơ rời bỏ,1
12662.0,0,20,6130.54,2,Khách VIP,2
12663.0,624,2,185.4,1,Khách hàng có nguy cơ rời bỏ,1
12664.0,7,11,5420.04,2,Khách VIP,2
12665.0,324,3,259.6,1,Khách hàng có nguy cơ rời bỏ,1
12666.0,393,1,1248.42,1,Khách hàng có nguy cơ rời bỏ,1
12667.0,57,1,460.13,0,Khách hàng trung thành,0
12668.0,11,9,9906.03,2,Khách VIP,2
12669.0,150,2,1427.73,0,Khách hàng trung thành,0
12670.0,9,7,3436.29,2,Khách VIP,2
12671.0,605,1,2622.48,1,Khách hàng có nguy cơ rời bỏ,1
12672.0,329,2,407.05,1,Khách hàng có nguy cơ rời bỏ,1
12673.0,4,3,1140.02,0,Khách hàng trung thành,0
12674.0,38,4,1844.6,0,Khách hàng trung thành,0
12675.0,553,2,873.25,1,Khách hàng có nguy cơ rời bỏ,1
12676.0,24,10,2333.09,2,Khách VIP,2
12677.0,554,2,359.1,1,Khách hàng có nguy cơ rời bỏ,1
12678.0,41,15,32595.18,2,Khách VIP,2
12679.0,58,4,951.02,0,Khách hàng trung thành,0
12680.0,0,4,790.81,0,Khách hàng trung thành,0
12681.0,14,44,26936.76,2,Khách VIP,2
12682.0,3,51,20736.22,2,Khách VIP,2
12683.0,3,20,10445.7,2,Khách VIP,2
12684.0,7,6,2073.63,2,Khách VIP,2
12685.0,27,6,2575.08,2,Khách VIP,2
12686.0,371,1,71.14,1,Khách hàng có nguy cơ rời bỏ,1
12687.0,480,1,1858.91,1,Khách hàng có nguy cơ rời bỏ,1
12688.0,113,1,4873.81,0,Khách hàng trung thành,0
12689.0,25,2,1139.61,0,Khách hàng trung thành,0
12690.0,205,1,335.01,0,Khách hàng trung thành,0
12691.0,27,6,1044.4,0,Khách hàng trung thành,0
12692.0,636,1,110.95,1,Khách hàng có nguy cơ rời bỏ,1
12693.0,126,7,1415.02,2,Khách VIP,2
12694.0,69,3,1663.35,0,Khách hàng trung thành,0
12695.0,6,7,1371.12,2,Khách VIP,2
12696.0,434,2,731.91,1,Khách hàng có nguy cơ rời bỏ,1
12697.0,28,3,757.59,0,Khách hàng trung thành,0
12698.0,589,1,285.75,1,Khách hàng có nguy cơ rời bỏ,1
12699.0,417,1,566.11,1,Khách hàng có nguy cơ rời bỏ,1
12700.0,7,4,4525.99,2,Khách VIP,2
12701.0,79,6,2248.41,2,Khách VIP,2
12702.0,19,1,201.0,0,Khách hàng trung thành,0
12703.0,70,4,898.53,0,Khách hàng trung thành,0
12704.0,6,8,1740.84,2,Khách VIP,2
12705.0,14,13,11114.1,2,Khách VIP,2
12707.0,291,1,603.42,1,Khách hàng có nguy cơ rời bỏ,1
12708.0,29,18,4559.66,2,Khách VIP,2
12709.0,14,32,29487.18,2,Khách VIP,2
12710.0,96,3,1023.02,0,Khách hàng trung thành,0
12711.0,611,2,1213.05,1,Khách hàng có nguy cơ rời bỏ,1
12712.0,28,21,5985.03,2,Khách VIP,2
12713.0,0,1,794.55,0,Khách hàng trung thành,0
12714.0,8,12,12815.71,2,Khách VIP,2
12715.0,105,1,263.36,0,Khách hàng trung thành,0
12716.0,3,2,963.49,0,Khách hàng trung thành,0
12717.0,150,3,1058.91,0,Khách hàng trung thành,0
12718.0,70,1,202.25,0,Khách hàng trung thành,0
12719.0,4,2,572.95,0,Khách hàng trung thành,0
12720.0,2,29,6905.28,2,Khách VIP,2
12721.0,31,8,3635.08,2,Khách VIP,2
12722.0,84,4,979.63,0,Khách hàng trung thành,0
12723.0,3,5,707.07,0,Khách hàng trung thành,0
12724.0,4,7,2083.52,2,Khách VIP,2
12725.0,370,3,1906.76,1,Khách hàng có nguy cơ rời bỏ,1
12726.0,27,11,3690.6,2,Khách VIP,2
12727.0,10,10,4905.53,2,Khách VIP,2
12728.0,70,5,926.17,0,Khách hàng trung thành,0
12729.0,113,1,417.01,0,Khách hàng trung thành,0
12730.0,521,1,703.25,1,Khách hàng có nguy cơ rời bỏ,1
12731.0,23,17,25631.71,2,Khách VIP,2
12732.0,179,1,218.26,0,Khách hàng trung thành,0
12733.0,233,4,2424.02,0,Khách hàng trung thành,0
12734.0,352,3,603.65,1,Khách hàng có nguy cơ rời bỏ,1
12735.0,314,2,689.5699999999999,1,Khách hàng có nguy cơ rời bỏ,1
12736.0,332,1,144.0,1,Khách hàng có nguy cơ rời bỏ,1
12738.0,371,1,137.35,1,Khách hàng có nguy cơ rời bỏ,1
12739.0,98,2,2421.23,0,Khách hàng trung thành,0
12740.0,63,1,427.6,0,Khách hàng trung thành,0
12741.0,532,1,236.07,1,Khách hàng có nguy cơ rời bỏ,1
12742.0,625,1,1201.52,1,Khách hàng có nguy cơ rời bỏ,1
12743.0,133,2,540.13,0,Khách hàng trung thành,0
12744.0,55,8,13158.16,2,Khách VIP,2
12745.0,486,2,723.85,1,Khách hàng có nguy cơ rời bỏ,1
12746.0,540,1,254.55,1,Khách hàng có nguy cơ rời bỏ,1
12747.0,1,26,8898.48,2,Khách VIP,2
12748.0,0,322,49176.74,2,Khách VIP,2
12749.0,3,9,6847.36,2,Khách VIP,2
12750.0,128,1,275.88,0,Khách hàng trung thành,0
12751.0,444,1,268.27,1,Khách hàng có nguy cơ rời bỏ,1
12752.0,80,1,4366.78,0,Khách hàng trung thành,0
12753.0,22,6,21429.39,2,Khách VIP,2
12754.0,235,3,3010.74,0,Khách hàng trung thành,0
12755.0,280,11,5236.259999999999,2,Khách VIP,2
12756.0,86,1,112.07999999999998,0,Khách hàng trung thành,0
12757.0,15,9,4176.75,2,Khách VIP,2
12758.0,116,7,9903.24,2,Khách VIP,2
12759.0,51,8,4618.74,2,Khách VIP,2
12760.0,455,1,317.8,1,Khách hàng có nguy cơ rời bỏ,1
12761.0,464,1,712.95,1,Khách hàng có nguy cơ rời bỏ,1
12762.0,7,2,1702.52,0,Khách hàng trung thành,0
12763.0,137,2,494.08,0,Khách hàng trung thành,0
12764.0,316,1,1693.88,1,Khách hàng có nguy cơ rời bỏ,1
12765.0,471,6,1299.58,1,Khách hàng có nguy cơ rời bỏ,1
12766.0,3,9,8134.99,2,Khách VIP,2
12767.0,375,1,949.82,1,Khách hàng có nguy cơ rời bỏ,1
12768.0,450,1,168.69000000000003,1,Khách hàng có nguy cơ rời bỏ,1
12769.0,238,1,1143.6,0,Khách hàng trung thành,0
12770.0,210,2,3246.45,0,Khách hàng trung thành,0
12771.0,485,1,226.3,1,Khách hàng có nguy cơ rời bỏ,1
12772.0,59,1,752.47,0,Khách hàng trung thành,0
12773.0,563,1,124.25,1,Khách hàng có nguy cơ rời bỏ,1
12774.0,535,1,83.7,1,Khách hàng có nguy cơ rời bỏ,1
12775.0,16,7,1551.12,2,Khách VIP,2
12776.0,667,1,27.5,1,Khách hàng có nguy cơ rời bỏ,1
12777.0,457,1,519.45,1,Khách hàng có nguy cơ rời bỏ,1
12778.0,19,9,1541.68,2,Khách VIP,2
12779.0,37,14,6474.11,2,Khách VIP,2
12780.0,598,1,322.4,1,Khách hàng có nguy cơ rời bỏ,1
12781.0,63,2,786.74,0,Khách hàng trung thành,0
12782.0,4,11,3862.24,2,Khách VIP,2
12783.0,1,4,1295.87,0,Khách hàng trung thành,0
12784.0,14,2,1511.15,0,Khách hàng trung thành,0
12785.0,363,3,904.4,1,Khách hàng có nguy cơ rời bỏ,1
12786.0,609,1,668.5,1,Khách hàng có nguy cơ rời bỏ,1
12787.0,9,4,799.18,0,Khách hàng trung thành,0
12788.0,462,4,384.9,1,Khách hàng có nguy cơ rời bỏ,1
12789.0,64,3,225.35,0,Khách hàng trung thành,0
12790.0,191,2,546.85,0,Khách hàng trung thành,0
12791.0,373,5,656.83,1,Khách hàng có nguy cơ rời bỏ,1
12792.0,256,2,715.01,0,Khách hàng trung thành,0
12793.0,334,3,745.53,1,Khách hàng có nguy cơ rời bỏ,1
12794.0,52,2,860.41,0,Khách hàng trung thành,0
12795.0,18,1,318.48,0,Khách hàng trung thành,0
12796.0,627,1,351.0,1,Khách hàng có nguy cơ rời bỏ,1
12797.0,365,2,468.08,1,Khách hàng có nguy cơ rời bỏ,1
12798.0,9,4,8510.93,2,Khách VIP,2
12799.0,528,1,219.35,1,Khách hàng có nguy cơ rời bỏ,1
12800.0,469,2,500.25,1,Khách hàng có nguy cơ rời bỏ,1
12801.0,500,1,871.82,1,Khách hàng có nguy cơ rời bỏ,1
12802.0,186,5,2186.42,0,Khách hàng trung thành,0
12803.0,392,1,1017.81,1,Khách hàng có nguy cơ rời bỏ,1
12804.0,465,2,325.37,1,Khách hàng có nguy cơ rời bỏ,1
12805.0,381,4,1230.95,1,Khách hàng có nguy cơ rời bỏ,1
12806.0,571,2,2558.96,1,Khách hàng có nguy cơ rời bỏ,1
12807.0,382,1,250.35,1,Khách hàng có nguy cơ rời bỏ,1
12808.0,36,5,748.7,0,Khách hàng trung thành,0
12809.0,177,3,1384.34,0,Khách hàng trung thành,0
12810.0,534,2,534.99,1,Khách hàng có nguy cơ rời bỏ,1
12811.0,261,4,893.9,0,Khách hàng trung thành,0
12812.0,44,1,229.64,0,Khách hàng trung thành,0
12813.0,501,3,1621.8,1,Khách hàng có nguy cơ rời bỏ,1
12814.0,101,1,85.92,0,Khách hàng trung thành,0
12815.0,147,2,863.46,0,Khách hàng trung thành,0
12816.0,95,2,452.2000000000001,0,Khách hàng trung thành,0
12817.0,280,3,570.98,0,Khách hàng trung thành,0
12818.0,261,1,1182.0800000000002,0,Khách hàng trung thành,0
