Antecedents,Antecedents Name,Consequents,Consequents Name,Support,Confidence,Lift,Kulczynski
22917,HERB MARKER ROSEMARY,22918,HERB MARKER PARSLEY,0.005437015199478047,0.8928571428571429,148.3899885255307,0.8982358003442341
22918,HERB MARKER PARSLEY,22917,HERB MARKER ROSEMARY,0.005437015199478047,0.9036144578313253,148.3899885255307,0.8982358003442341
22920,HERB MARKER BASIL,"22916, 22917","HERB MARKER THYME, HERB MARKER ROSEMARY",0.005050383007515163,0.8293650793650794,147.93799603174605,0.8651135741652983
"22916, 22917","HERB MARKER THYME, HERB MARKER ROSEMARY",22920,HERB MARKER BASIL,0.005050383007515163,0.9008620689655172,147.93799603174602,0.8651135741652983
22919,HERB MARKER MINT,22918,HERB MARKER PARSLEY,0.005292028127491966,0.8830645161290323,146.76248542557326,0.8812912942090945
22918,HERB MARKER PARSLEY,22919,HERB MARKER MINT,0.005292028127491966,0.8795180722891566,146.76248542557326,0.8812912942090945
22918,HERB MARKER PARSLEY,22920,HERB MARKER BASIL,0.005364521663485006,0.891566265060241,146.4114553451903,0.8862593230063109
22920,HERB MARKER BASIL,22918,HERB MARKER PARSLEY,0.005364521663485006,0.8809523809523809,146.41145534519026,0.8862593230063109
22919,HERB MARKER MINT,22917,HERB MARKER ROSEMARY,0.005316192639489645,0.8870967741935484,145.67748335893498,0.8800563236047108
22917,HERB MARKER ROSEMARY,22919,HERB MARKER MINT,0.005316192639489645,0.873015873015873,145.67748335893498,0.8800563236047108
22920,HERB MARKER BASIL,22917,HERB MARKER ROSEMARY,0.005388686175482686,0.8849206349206349,145.32012156714538,0.8849206349206349
22917,HERB MARKER ROSEMARY,22920,HERB MARKER BASIL,0.005388686175482686,0.8849206349206349,145.32012156714538,0.8849206349206349
22920,HERB MARKER BASIL,22916,HERB MARKER THYME,0.005316192639489645,0.873015873015873,145.09243322496334,0.8782750047810288
22916,HERB MARKER THYME,22920,HERB MARKER BASIL,0.005316192639489645,0.8835341365461847,145.09243322496334,0.8782750047810288
22916,HERB MARKER THYME,22919,HERB MARKER MINT,0.005171205567503564,0.8594377510040161,143.41174374919032,0.8611704884052338
22919,HERB MARKER MINT,22916,HERB MARKER THYME,0.005171205567503564,0.8629032258064516,143.4117437491903,0.8611704884052338
22920,HERB MARKER BASIL,22919,HERB MARKER MINT,0.0051953700795012445,0.8531746031746031,142.36663146441373,0.8600550435227854
22919,HERB MARKER MINT,22920,HERB MARKER BASIL,0.0051953700795012445,0.8669354838709677,142.36663146441373,0.8600550435227854
22522,CHILDS GARDEN FORK BLUE ,"22520, 22521, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",0.005147041055505884,0.6358208955223881,117.46507196162047,0.7933568763326226
"22520, 22521, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",22522,CHILDS GARDEN FORK BLUE ,0.005147041055505884,0.9508928571428571,117.46507196162045,0.7933568763326226
"22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK","22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ",0.005147041055505884,0.7717391304347826,116.55795779117742,0.7745556966042526
"22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ","22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",0.005147041055505884,0.7773722627737226,116.5579577911774,0.7745556966042526
"22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK","22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",0.005147041055505884,0.7344827586206897,116.45632183908046,0.7752873563218391
"22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK","22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK",0.005147041055505884,0.8160919540229885,116.45632183908046,0.7752873563218391
22522,CHILDS GARDEN FORK BLUE ,"22520, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK PINK",0.005412850687480366,0.6686567164179105,114.81751408930452,0.7990586486653868
"22520, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK PINK",22522,CHILDS GARDEN FORK BLUE ,0.005412850687480366,0.9294605809128631,114.81751408930451,0.7990586486653868
22523,CHILDS GARDEN FORK PINK,"22520, 22521, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",0.005147041055505884,0.603399433427762,111.9752410472694,0.7792781920502039
"22520, 22521, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",22523,CHILDS GARDEN FORK PINK,0.005147041055505884,0.9551569506726457,111.97524104726939,0.7792781920502039
"22521, 22522, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",22520,CHILDS GARDEN TROWEL BLUE ,0.005147041055505884,0.9861111111111112,109.69955943847073,0.7793458781362007
22520,CHILDS GARDEN TROWEL BLUE ,"22521, 22522, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",0.005147041055505884,0.5725806451612903,109.69955943847071,0.7793458781362007
22523,CHILDS GARDEN FORK PINK,"22521, 22522","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",0.005219534591498925,0.6118980169971672,109.1473087818697,0.7714662498778939
"22521, 22522","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",22523,CHILDS GARDEN FORK PINK,0.005219534591498925,0.9310344827586207,109.14730878186968,0.7714662498778939
23172,REGENCY TEA PLATE PINK,"23170, 23171","REGENCY TEA PLATE ROSES , REGENCY TEA PLATE GREEN ",0.006161950559408453,0.8360655737704918,108.46050670640835,0.8177193072614215
"23170, 23171","REGENCY TEA PLATE ROSES , REGENCY TEA PLATE GREEN ",23172,REGENCY TEA PLATE PINK,0.006161950559408453,0.799373040752351,108.46050670640834,0.8177193072614215
22520,CHILDS GARDEN TROWEL BLUE ,"22521, 22522","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",0.005388686175482686,0.5994623655913978,106.92909946236558,0.7803346310715609
"22521, 22522","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK BLUE ",22520,CHILDS GARDEN TROWEL BLUE ,0.005388686175482686,0.9612068965517241,106.92909946236557,0.7803346310715609
22521,CHILDS GARDEN TROWEL PINK,"22520, 22522, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",0.005147041055505884,0.5741239892183289,106.06684395456296,0.762508423180593
"22520, 22522, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",22521,CHILDS GARDEN TROWEL PINK,0.005147041055505884,0.9508928571428571,106.06684395456294,0.762508423180593
22521,CHILDS GARDEN TROWEL PINK,"22520, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK PINK",0.005412850687480366,0.6037735849056604,103.67619196743131,0.7666170829092618
"22520, 22523","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK PINK",22521,CHILDS GARDEN TROWEL PINK,0.005412850687480366,0.9294605809128631,103.6761919674313,0.7666170829092618
23171,REGENCY TEA PLATE GREEN ,"23170, 23172","REGENCY TEA PLATE ROSES , REGENCY TEA PLATE PINK",0.006161950559408453,0.6692913385826772,102.96387905043468,0.8086233644586249
"23170, 23172","REGENCY TEA PLATE ROSES , REGENCY TEA PLATE PINK",23171,REGENCY TEA PLATE GREEN ,0.006161950559408453,0.9479553903345725,102.96387905043468,0.8086233644586249
21802,CHRISTMAS TREE HEART DECORATION,21801,CHRISTMAS TREE DECORATION WITH BELL,0.005026218495517483,0.6439628482972136,102.89233417406793,0.7235258256930084
21801,CHRISTMAS TREE DECORATION WITH BELL,21802,CHRISTMAS TREE HEART DECORATION,0.005026218495517483,0.803088803088803,102.89233417406791,0.7235258256930084
23172,REGENCY TEA PLATE PINK,23171,REGENCY TEA PLATE GREEN ,0.006717734335355097,0.9114754098360656,99.00154038122284,0.8205671012434921
23171,REGENCY TEA PLATE GREEN ,23172,REGENCY TEA PLATE PINK,0.006717734335355097,0.7296587926509186,99.00154038122284,0.8205671012434921
23266,SET OF 3 WOODEN STOCKING DECORATION,23265,SET OF 3 WOODEN TREE DECORATIONS,0.005292028127491966,0.6865203761755486,96.96338814768849,0.7169803246065456
23265,SET OF 3 WOODEN TREE DECORATIONS,23266,SET OF 3 WOODEN STOCKING DECORATION,0.005292028127491966,0.7474402730375427,96.96338814768849,0.7169803246065456
"20677, 21240","PINK POLKADOT BOWL, BLUE POLKADOT CUP","20675, 21239","BLUE POLKADOT BOWL, PINK  POLKADOT CUP",0.0058236473914409295,0.7370030581039755,96.82348429687879,0.7510412115916703
"20675, 21239","BLUE POLKADOT BOWL, PINK  POLKADOT CUP","20677, 21240","PINK POLKADOT BOWL, BLUE POLKADOT CUP",0.0058236473914409295,0.765079365079365,96.82348429687879,0.7510412115916703
"22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",22522,CHILDS GARDEN FORK BLUE ,0.005219534591498925,0.782608695652174,96.67670343932511,0.7136924075275795
22522,CHILDS GARDEN FORK BLUE ,"22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",0.005219534591498925,0.6447761194029851,96.67670343932511,0.7136924075275795
22523,CHILDS GARDEN FORK PINK,"22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ",0.005412850687480366,0.6345609065155807,95.8395401253076,0.7260395773453816
"22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ",22523,CHILDS GARDEN FORK PINK,0.005412850687480366,0.8175182481751825,95.83954012530758,0.7260395773453816
22524,CHILDRENS GARDEN GLOVES BLUE,22525,CHILDRENS GARDEN GLOVES PINK,0.0055095087354710874,0.7625418060200669,95.62505320766192,0.726725448464579
22525,CHILDRENS GARDEN GLOVES PINK,22524,CHILDRENS GARDEN GLOVES BLUE,0.0055095087354710874,0.690909090909091,95.62505320766192,0.726725448464579
"22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",22520,CHILDS GARDEN TROWEL BLUE ,0.005412850687480366,0.8582375478927203,95.47431302270012,0.7301940427635645
22520,CHILDS GARDEN TROWEL BLUE ,"22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",0.005412850687480366,0.6021505376344085,95.4743130227001,0.7301940427635645
21802,CHRISTMAS TREE HEART DECORATION,21803,CHRISTMAS TREE STAR DECORATION,0.00579948287944325,0.7430340557275542,95.19807531942222,0.7430340557275542
21803,CHRISTMAS TREE STAR DECORATION,21802,CHRISTMAS TREE HEART DECORATION,0.00579948287944325,0.7430340557275542,95.19807531942222,0.7430340557275542
22522,CHILDS GARDEN FORK BLUE ,"22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK",0.005388686175482686,0.6656716417910448,94.9913432835821,0.717318579516212
"22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK",22522,CHILDS GARDEN FORK BLUE ,0.005388686175482686,0.7689655172413793,94.99134328358208,0.717318579516212
23175,REGENCY MILK JUG PINK ,23174,REGENCY SUGAR BOWL GREEN,0.0058719764154362905,0.7363636363636364,94.63644833427443,0.7455110107284021
23174,REGENCY SUGAR BOWL GREEN,23175,REGENCY MILK JUG PINK ,0.0058719764154362905,0.7546583850931677,94.63644833427443,0.7455110107284021
22521,CHILDS GARDEN TROWEL PINK,"22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",0.005219534591498925,0.5822102425876011,92.31266846361187,0.7048982247420764
"22522, 22523","CHILDS GARDEN FORK BLUE , CHILDS GARDEN FORK PINK",22521,CHILDS GARDEN TROWEL PINK,0.005219534591498925,0.8275862068965517,92.31266846361186,0.7048982247420764
"20675, 21239","BLUE POLKADOT BOWL, PINK  POLKADOT CUP","20677, 21238","PINK POLKADOT BOWL, RED RETROSPOT CUP",0.005026218495517483,0.6603174603174603,91.39102829537612,0.6779848171152518
"20677, 21238","PINK POLKADOT BOWL, RED RETROSPOT CUP","20675, 21239","BLUE POLKADOT BOWL, PINK  POLKADOT CUP",0.005026218495517483,0.6956521739130435,91.39102829537612,0.6779848171152518
22522,CHILDS GARDEN FORK BLUE ,22523,CHILDS GARDEN FORK PINK,0.006306937631394534,0.7791044776119403,91.33620565726608,0.759240624075092
22523,CHILDS GARDEN FORK PINK,22522,CHILDS GARDEN FORK BLUE ,0.006306937631394534,0.7393767705382436,91.33620565726606,0.759240624075092
22522,CHILDS GARDEN FORK BLUE ,22520,CHILDS GARDEN TROWEL BLUE ,0.006621076287364376,0.817910447761194,90.98813994543411,0.7772347937730701
22520,CHILDS GARDEN TROWEL BLUE ,22522,CHILDS GARDEN FORK BLUE ,0.006621076287364376,0.7365591397849461,90.9881399454341,0.7772347937730701
22521,CHILDS GARDEN TROWEL PINK,"22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ",0.005388686175482686,0.601078167115903,90.78254667794677,0.7074733901272945
"22520, 22522","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN FORK BLUE ",22521,CHILDS GARDEN TROWEL PINK,0.005388686175482686,0.8138686131386861,90.78254667794675,0.7074733901272945
22523,CHILDS GARDEN FORK PINK,"22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK",0.005412850687480366,0.6345609065155807,90.55184135977338,0.7034873498095144
"22520, 22521","CHILDS GARDEN TROWEL BLUE , CHILDS GARDEN TROWEL PINK",22523,CHILDS GARDEN FORK PINK,0.005412850687480366,0.7724137931034483,90.55184135977336,0.7034873498095144
"22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",22520,CHILDS GARDEN TROWEL BLUE ,0.005412850687480366,0.8115942028985508,90.28549166277077,0.7068723702664796
22520,CHILDS GARDEN TROWEL BLUE ,"22521, 22523","CHILDS GARDEN TROWEL PINK, CHILDS GARDEN FORK PINK",0.005412850687480366,0.6021505376344085,90.28549166277075,0.7068723702664796
21988,PACK OF 6 SKULL PAPER PLATES,"21987, 21989","PACK OF 6 SKULL PAPER CUPS, PACK OF 20 SKULL PAPER NAPKINS",0.005751153855447889,0.5721153846153846,88.67359910688562,0.7317505762028234
"21987, 21989","PACK OF 6 SKULL PAPER CUPS, PACK OF 20 SKULL PAPER NAPKINS",21988,PACK OF 6 SKULL PAPER PLATES,0.005751153855447889,0.8913857677902621,88.67359910688562,0.7317505762028234
22523,CHILDS GARDEN FORK PINK,22521,CHILDS GARDEN TROWEL PINK,0.006669405311359737,0.7818696883852692,87.2132434351687,0.7629024991791575
22521,CHILDS GARDEN TROWEL PINK,22523,CHILDS GARDEN FORK PINK,0.006669405311359737,0.7439353099730458,87.2132434351687,0.7629024991791575
22520,CHILDS GARDEN TROWEL BLUE ,22521,CHILDS GARDEN TROWEL PINK,0.00700770847932726,0.7795698924731181,86.95671390893544,0.7806205257513839
22521,CHILDS GARDEN TROWEL PINK,22520,CHILDS GARDEN TROWEL BLUE ,0.00700770847932726,0.7816711590296496,86.95671390893544,0.7806205257513839
23254,CHILDRENS CUTLERY DOLLY GIRL ,23256,CHILDRENS CUTLERY SPACEBOY ,0.0055095087354710874,0.7625418060200669,85.75072706121857,0.6910535117056856
23256,CHILDRENS CUTLERY SPACEBOY ,23254,CHILDRENS CUTLERY DOLLY GIRL ,0.0055095087354710874,0.6195652173913043,85.75072706121856,0.6910535117056856
22963,JAM JAR WITH GREEN LID,22962,JAM JAR WITH PINK LID,0.005702824831452529,0.735202492211838,85.70390066254224,0.6999956123031021
22962,JAM JAR WITH PINK LID,22963,JAM JAR WITH GREEN LID,0.005702824831452529,0.6647887323943662,85.70390066254222,0.6999956123031021
23170,REGENCY TEA PLATE ROSES ,"23171, 23172","REGENCY TEA PLATE GREEN , REGENCY TEA PLATE PINK",0.006161950559408453,0.5730337078651686,85.30163285102256,0.7451499474577641
"23171, 23172","REGENCY TEA PLATE GREEN , REGENCY TEA PLATE PINK",23170,REGENCY TEA PLATE ROSES ,0.006161950559408453,0.9172661870503597,85.30163285102256,0.7451499474577641
21987,PACK OF 6 SKULL PAPER CUPS,"21988, 21989","PACK OF 6 SKULL PAPER PLATES, PACK OF 20 SKULL PAPER NAPKINS",0.005751153855447889,0.6181818181818183,84.70933172787478,0.703130644190247
"21988, 21989","PACK OF 6 SKULL PAPER PLATES, PACK OF 20 SKULL PAPER NAPKINS",21987,PACK OF 6 SKULL PAPER CUPS,0.005751153855447889,0.7880794701986755,84.70933172787478,0.703130644190247
"22699, 23171","ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE GREEN ",23170,REGENCY TEA PLATE ROSES ,0.005002053983519803,0.9078947368421053,84.43013010053224,0.686531638083974
23170,REGENCY TEA PLATE ROSES ,"22699, 23171","ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE GREEN ",0.005002053983519803,0.46516853932584273,84.43013010053224,0.686531638083974
23170,REGENCY TEA PLATE ROSES ,23172,REGENCY TEA PLATE PINK,0.0065002537273759755,0.604494382022472,82.0189869220851,0.743230797568613
23172,REGENCY TEA PLATE PINK,23170,REGENCY TEA PLATE ROSES ,0.0065002537273759755,0.8819672131147541,82.0189869220851,0.743230797568613
23171,REGENCY TEA PLATE GREEN ,"22699, 23170","ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE ROSES ",0.005002053983519803,0.5433070866141733,81.75882605583394,0.648017179670723
"22699, 23170","ROSES REGENCY TEACUP AND SAUCER , REGENCY TEA PLATE ROSES ",23171,REGENCY TEA PLATE GREEN ,0.005002053983519803,0.7527272727272727,81.75882605583392,0.648017179670723
21987,PACK OF 6 SKULL PAPER CUPS,21988,PACK OF 6 SKULL PAPER PLATES,0.007539327743276225,0.8103896103896105,80.61623376623379,0.7801948051948053
21988,PACK OF 6 SKULL PAPER PLATES,21987,PACK OF 6 SKULL PAPER CUPS,0.007539327743276225,0.75,80.61623376623378,0.7801948051948053
22593,CHRISTMAS GINGHAM STAR,"22594, 22595","CHRISTMAS GINGHAM TREE, GINGHAM HEART DECORATION",0.005412850687480366,0.5397590361445784,78.92879220060455,0.6656392353867768
"22594, 22595","CHRISTMAS GINGHAM TREE, GINGHAM HEART DECORATION",22593,CHRISTMAS GINGHAM STAR,0.005412850687480366,0.7915194346289752,78.92879220060455,0.6656392353867768
"21670, 21672","BLUE SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB","21671, 21673","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT BLUE CERAMIC DRAWER KNOB",0.005412850687480366,0.6086956521739131,78.71766304347827,0.6543478260869565
"21671, 21673","RED SPOT CERAMIC DRAWER KNOB, WHITE SPOT BLUE CERAMIC DRAWER KNOB","21670, 21672","BLUE SPOT CERAMIC DRAWER KNOB, WHITE SPOT RED CERAMIC DRAWER KNOB",0.005412850687480366,0.7,78.71766304347825,0.6543478260869565
23170,REGENCY TEA PLATE ROSES ,23171,REGENCY TEA PLATE GREEN ,0.007708479327259986,0.7168539325842698,77.86237871951401,0.7770621368958095
23171,REGENCY TEA PLATE GREEN ,23170,REGENCY TEA PLATE ROSES ,0.007708479327259986,0.8372703412073491,77.862378719514,0.7770621368958095
22522,CHILDS GARDEN FORK BLUE ,22521,CHILDS GARDEN TROWEL PINK,0.005606166783461808,0.6925373134328359,77.24871062477371,0.6589371203282778
22521,CHILDS GARDEN TROWEL PINK,22522,CHILDS GARDEN FORK BLUE ,0.005606166783461808,0.6253369272237197,77.24871062477371,0.6589371203282778
"22593, 22595","CHRISTMAS GINGHAM STAR, GINGHAM HEART DECORATION",22594,CHRISTMAS GINGHAM TREE,0.005412850687480366,0.7671232876712328,77.05306556722968,0.6554063040297912
22594,CHRISTMAS GINGHAM TREE,"22593, 22595","CHRISTMAS GINGHAM STAR, GINGHAM HEART DECORATION",0.005412850687480366,0.5436893203883495,77.05306556722968,0.6554063040297912
"22745, 22746, 22748","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM , POPPY'S PLAYHOUSE KITCHEN",22747,POPPY'S PLAYHOUSE BATHROOM,0.007297682623299422,0.7383863080684597,76.01154374825141,0.7448150445814935
22747,POPPY'S PLAYHOUSE BATHROOM,"22745, 22746, 22748","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM , POPPY'S PLAYHOUSE KITCHEN",0.007297682623299422,0.7512437810945273,76.0115437482514,0.7448150445814935
"22745, 22747","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE BATHROOM","22746, 22748","POPPY'S PLAYHOUSE LIVINGROOM , POPPY'S PLAYHOUSE KITCHEN",0.007297682623299422,0.8703170028818443,75.9838154646822,0.753723902284804
"22746, 22748","POPPY'S PLAYHOUSE LIVINGROOM , POPPY'S PLAYHOUSE KITCHEN","22745, 22747","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE BATHROOM",0.007297682623299422,0.6371308016877637,75.9838154646822,0.753723902284804
22523,CHILDS GARDEN FORK PINK,22520,CHILDS GARDEN TROWEL BLUE ,0.0058236473914409295,0.6827195467422096,75.94887903987328,0.6652845045539004
22520,CHILDS GARDEN TROWEL BLUE ,22523,CHILDS GARDEN FORK PINK,0.0058236473914409295,0.6478494623655913,75.94887903987326,0.6652845045539004
"22747, 22748","POPPY'S PLAYHOUSE BATHROOM, POPPY'S PLAYHOUSE KITCHEN","22745, 22746","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM ",0.007297682623299422,0.84593837535014,75.93810799807993,0.7505179946165017
"22745, 22746","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM ","22747, 22748","POPPY'S PLAYHOUSE BATHROOM, POPPY'S PLAYHOUSE KITCHEN",0.007297682623299422,0.6550976138828634,75.93810799807993,0.7505179946165017
"21900, 21902","KEY FOB , SHED, KEY FOB , FRONT  DOOR ","21899, 21901","KEY FOB , GARAGE DESIGN, KEY FOB , BACK DOOR ",0.005751153855447889,0.7168674698795181,73.61321713653624,0.6537190947412479
"21899, 21901","KEY FOB , GARAGE DESIGN, KEY FOB , BACK DOOR ","21900, 21902","KEY FOB , SHED, KEY FOB , FRONT  DOOR ",0.005751153855447889,0.5905707196029778,73.61321713653624,0.6537190947412479
22810,SET OF 6 T-LIGHTS SNOWMEN,22809,SET OF 6 T-LIGHTS SANTA,0.005316192639489645,0.668693009118541,73.01457202203848,0.6245839715777401
22809,SET OF 6 T-LIGHTS SANTA,22810,SET OF 6 T-LIGHTS SNOWMEN,0.005316192639489645,0.5804749340369393,73.01457202203846,0.6245839715777401
"21239, 21244","PINK  POLKADOT CUP, BLUE POLKADOT PLATE ",21243,PINK  POLKADOT PLATE ,0.005147041055505884,0.8838174273858921,72.56947737601264,0.6532182375024699
21243,PINK  POLKADOT PLATE ,"21239, 21244","PINK  POLKADOT CUP, BLUE POLKADOT PLATE ",0.005147041055505884,0.4226190476190476,72.56947737601264,0.6532182375024699
"21240, 21243","BLUE POLKADOT CUP, PINK  POLKADOT PLATE ",21244,BLUE POLKADOT PLATE ,0.005292028127491966,0.7793594306049823,72.31441999265915,0.6351954103697557
21244,BLUE POLKADOT PLATE ,"21240, 21243","BLUE POLKADOT CUP, PINK  POLKADOT PLATE ",0.005292028127491966,0.4910313901345291,72.31441999265914,0.6351954103697557
"21240, 21242","BLUE POLKADOT CUP, RED RETROSPOT PLATE ",21244,BLUE POLKADOT PLATE ,0.0051953700795012445,0.7789855072463768,72.27972476766102,0.6305241437577176
21244,BLUE POLKADOT PLATE ,"21240, 21242","BLUE POLKADOT CUP, RED RETROSPOT PLATE ",0.0051953700795012445,0.4820627802690583,72.27972476766101,0.6305241437577176
23173,REGENCY TEAPOT ROSES ,23174,REGENCY SUGAR BOWL GREEN,0.005630331295459488,0.5600961538461539,71.98279234352604,0.6418493191591017
23174,REGENCY SUGAR BOWL GREEN,23173,REGENCY TEAPOT ROSES ,0.005630331295459488,0.7236024844720497,71.98279234352604,0.6418493191591017
"22745, 22746","POPPY'S PLAYHOUSE BEDROOM , POPPY'S PLAYHOUSE LIVINGROOM ",22747,POPPY'S PLAYHOUSE BATHROOM,0.007708479327259986,0.6919739696312365,71.23372832151607,0.7427531539698471
